Office_Record_No,Office_name,Address_1,Address_2,City,State,Zip_Code,Phone_number_2,Office_contact,HandicapAccess,Fax_number2
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1125,"Digestive Disease Associates, Ltd",1011 Reed Avenue,Suite 300,Wyomissing,PA,19610,,Shannon Ellitott,FALSE,
1142,East Penn Manufacturing,1 Deka Road,,Lyons Station,PA,19536,,,FALSE,
1147,Emkey Arthritis & Osteoporosis Clinic,1200 Broadcasting Road,,Wyomissing,PA,19610,,Mary Scheurle,FALSE,
1148,Emkey Arthritis & Osteoporosis Clinic,1200 Broadcasting Road,Suite 200,Wyomissing,PA,19610,,Jennifer Vogel,FALSE,
1148,Emkey Arthritis & Osteoporosis Clinic,1200 Broadcasting Road,Suite 200,Wyomissing,PA,19610,,Jennifer Vogel,FALSE,
1163,"ENT Head & Neck Specialists, PC",985 Berkshire Blvd,Suite 101,Wyomissing,PA,19610,(610)375-1262,Lori Shyda,FALSE,
1163,"ENT Head & Neck Specialists, PC",985 Berkshire Blvd,Suite 101,Wyomissing,PA,19610,(610)375-1262,Lori Shyda,FALSE,
1163,"ENT Head & Neck Specialists, PC",985 Berkshire Blvd,Suite 101,Wyomissing,PA,19610,(610)375-1262,Lori Shyda,FALSE,
1163,"ENT Head & Neck Specialists, PC",985 Berkshire Blvd,Suite 101,Wyomissing,PA,19610,(610)375-1262,Lori Shyda,FALSE,
1163,"ENT Head & Neck Specialists, PC",985 Berkshire Blvd,Suite 101,Wyomissing,PA,19610,(610)375-1262,Lori Shyda,FALSE,
1166,Family Medicine - Tower Health Medical Group,3703 Perkiomen Avenue,,Reading,PA,19606,(610)898-7551,Allison Christian,FALSE,
1166,Family Medicine - Tower Health Medical Group,3703 Perkiomen Avenue,,Reading,PA,19606,(610)898-7551,Allison Christian,FALSE,
1166,Family Medicine - Tower Health Medical Group,3703 Perkiomen Avenue,,Reading,PA,19606,(610)898-7551,Allison Christian,FALSE,
1166,Family Medicine - Tower Health Medical Group,3703 Perkiomen Avenue,,Reading,PA,19606,(610)898-7551,Allison Christian,FALSE,
1172,Exeter Foot & Ancle Center,6 Hearthstone Court,Suite 106,Reading,PA,19606,,,FALSE,
1183,Exeter Pediatrics,Exeter Medical Professional Bldg,6 Hearthstone Court,Reading,PA,19606,,,FALSE,
1183,Exeter Pediatrics,Exeter Medical Professional Bldg,6 Hearthstone Court,Reading,PA,19606,,,FALSE,
1183,Exeter Pediatrics,Exeter Medical Professional Bldg,6 Hearthstone Court,Reading,PA,19606,,,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1184,"Eye Consultants of Pennsylvania, PC",1 Granite Point Drive,Suite 100,Wyomissing,PA,19610,,David L. O'Donnell,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1197,Reading Hospital Family Health Care Ctr,301 S 7th Avenue,Suite 200,West Reading,PA,19611,(484)628-8198,Sue Sullivan,FALSE,
1198,Family Medicine - Tower Health Medical Group,321 North Furnace Street,Suite 100,Birdsboro,PA,19508-2057,(610)898-9330,Kathy Pross,FALSE,
1198,Family Medicine - Tower Health Medical Group,321 North Furnace Street,Suite 100,Birdsboro,PA,19508-2057,(610)898-9330,Kathy Pross,FALSE,
1198,Family Medicine - Tower Health Medical Group,321 North Furnace Street,Suite 100,Birdsboro,PA,19508-2057,(610)898-9330,Kathy Pross,FALSE,
1198,Family Medicine - Tower Health Medical Group,321 North Furnace Street,Suite 100,Birdsboro,PA,19508-2057,(610)898-9330,Kathy Pross,FALSE,
1204,Family Medicine - Tower Health Medical Group,7173 Bernville Road,,Bernville,PA,19506,(610)816-2040,Alice Fisher,FALSE,
1204,Family Medicine - Tower Health Medical Group,7173 Bernville Road,,Bernville,PA,19506,(610)816-2040,Alice Fisher,FALSE,
1204,Family Medicine - Tower Health Medical Group,7173 Bernville Road,,Bernville,PA,19506,(610)816-2040,Alice Fisher,FALSE,
1206,Family Medicine Assoicates of Wyomissing,931 Penn Avenue,,Wyomissing,PA,19610-3021,,Kerry Drey,FALSE,
1206,Family Medicine Assoicates of Wyomissing,931 Penn Avenue,,Wyomissing,PA,19610-3021,,Kerry Drey,FALSE,
1212,"Fleetwood Footcare Center, PC",PO Box 425,12 Lenhart Road,Fleetwood,PA,19522,,,FALSE,
1214,"Fleetwood Footcare Center, PC",12 Lenhart Road,PO Box 425,Fleetwood,PA,19522,,,FALSE,
1214,"Fleetwood Footcare Center, PC",12 Lenhart Road,PO Box 425,Fleetwood,PA,19522,,,FALSE,
1223,Fleetwood Medical Associates,805 North Richmond Street,,Fleetwood,PA,19522-1031,,,FALSE,
1230,"Flynn & Hanley Surgical Associates, PC",301 S 7th Avenue,Suite 3070,West Reading,PA,19611-1495,,Shelly Stone,FALSE,
1230,"Flynn & Hanley Surgical Associates, PC",301 S 7th Avenue,Suite 3070,West Reading,PA,19611-1495,,Shelly Stone,FALSE,
1236,"Ganas, Gurski, Hasson Women's Services",2494 Bernville Road,Suite G2,Reading,PA,19605,,Cameilia Baker (crochesterbaker@pennstatehealth.ps,FALSE,
1236,"Ganas, Gurski, Hasson Women's Services",2494 Bernville Road,Suite G2,Reading,PA,19605,,Cameilia Baker (crochesterbaker@pennstatehealth.ps,FALSE,
1236,"Ganas, Gurski, Hasson Women's Services",2494 Bernville Road,Suite G2,Reading,PA,19605,,Cameilia Baker (crochesterbaker@pennstatehealth.ps,FALSE,
1236,"Ganas, Gurski, Hasson Women's Services",2494 Bernville Road,Suite G2,Reading,PA,19605,,Cameilia Baker (crochesterbaker@pennstatehealth.ps,FALSE,
1271,"Genesis Primary Care, PC",1555 Schuylkill Avenue,,Reading,PA,19601-1312,,,FALSE,
1271,"Genesis Primary Care, PC",1555 Schuylkill Avenue,,Reading,PA,19601-1312,,,FALSE,
1276,"Genesis Primary Care, PC",4400 Penn Avenue,,Sinking Spring,PA,19608,,,FALSE,
1280,Green Hills Family Medical Associates,1903 Morgantown Road,,Reading,PA,19607,,,FALSE,
1280,Green Hills Family Medical Associates,1903 Morgantown Road,,Reading,PA,19607,,,FALSE,
1304,Hamburg Family Practice,PO Box 488,,Morgantown,PA,19543,,,FALSE,
1341,Integrated Medical Group,82 Tunnel Road,,Pottsville,PA,17901,,,FALSE,
1344,"Integrated Medical Group, PC",2234 Perkiomen Avenue,,Reading,PA,19606,,,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1361,Family Medicine - Tower Health Medical Group,600 High Boulevard,,Kenhorst,PA,19607-2155,(610)816-2090,Donna Wetzel,FALSE,
1378,Keystone Spine and Pain Management Center,2607 Keiser Blvd,Suite 200,Wyomissing,PA,19610,,Missy Foreman (missy@readingneckandspine.com),FALSE,
1380,"Kimmel Nasal & Sinus Center, LLC",2211 Quarry Drive,Suite E58C,West Lawn,PA,19609,,Shauna Kimmel,FALSE,
1380,"Kimmel Nasal & Sinus Center, LLC",2211 Quarry Drive,Suite E58C,West Lawn,PA,19609,,Shauna Kimmel,FALSE,
1384,Family Medicine - Tower Health Medical Group,15050 Kutztown Road,,Kutztown,PA,19530-9275,(610)816-2001,Donna Schadler,FALSE,
1384,Family Medicine - Tower Health Medical Group,15050 Kutztown Road,,Kutztown,PA,19530-9275,(610)816-2001,Donna Schadler,FALSE,
1398,Family Medicine - Tower Health Medical Group,3212 Kutztown Road,,Reading,PA,19605,(610)816-2060,Amy Houghtling,FALSE,
1398,Family Medicine - Tower Health Medical Group,3212 Kutztown Road,,Reading,PA,19605,(610)816-2060,Amy Houghtling,FALSE,
1398,Family Medicine - Tower Health Medical Group,3212 Kutztown Road,,Reading,PA,19605,(610)816-2060,Amy Houghtling,FALSE,
1398,Family Medicine - Tower Health Medical Group,3212 Kutztown Road,,Reading,PA,19605,(610)816-2060,Amy Houghtling,FALSE,
1406,Location (not mailing address),4103 West Main Street,,Elverson,PA,19520,,,FALSE,
1436,"Nabil S. Muallem, MD",1330 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
1436,"Nabil S. Muallem, MD",1330 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
1439,"Nader Rahmanian, MD",1416 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
1439,"Nader Rahmanian, MD",1416 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
1439,"Nader Rahmanian, MD",1416 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1447,Kidney Care Specialists LLC - Nephrology Associates Division,100 East Lancaster Avenue,MOB W Suite 130,Wynnewood,PA,19096,,Jeni Morris (Jmorris@nephrodocs.com),FALSE,
1518,Family Medicine - Tower Health Medical Group,31 Industrial Drive,Suite 100,Hamburg,PA,19526,(610)816-2170,Ronald Spitz,FALSE,
1531,"Nu/Hart Hair Solutions, Inc",600 West DeKalb Pike,Suite 301,King of Prussia,PA,19406,,,FALSE,
1539,Occupational Health Services,301 S 7th Avenue,Suite 225,West Reading,PA,19611,,,FALSE,
1542,Oley Medical Associates,2866 West Philadelphia Avenue,Rt 73,Oley,PA,19547,,,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1553,Orthopedic Associates of Reading,301 S 7th Avenue,Suite 3220,West Reading,PA,19611,,Nannette Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1563,"Orthopaedic Associates of Reading, Ltd",4885 DeMoss Road,Suite 102,Reading,PA,19606,,Nan Neff,FALSE,
1577,Pain Management Physicians,2201 Ridgewood Road,Suite 200,Wyomissing,PA,19610,,,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1581,Reading Hospital Children's Health Center,206 South 6th Avenue,,West Reading,PA,19611,(484)628-5437,Robert Paul,FALSE,
1582,Pediatric Dental Care,344 North Wyomissing Boulevard PO Box 6926,,Wyomissing,PA,19610,,,FALSE,
1584,Pediatric Dentistry of Reading,5001 Perkiomen Avenue,Suite 101,Reading,PA,19606,,,FALSE,
1586,Penn Ankle and Foot Care,1719 Penn Avenue,,Reading,PA,19609,,,FALSE,
1589,Penn Trauma Associates,3400 Market Street,1st Floor,Philadelphia,PA,19104,,Pauline Keys,FALSE,
1605,Penn Trauma Associates,3440 Market Street,"2 Dulles, 1st Floor",Philadelphia,PA,19104,,,FALSE,
1621,Penn Trauma Associates,51 N 39th Street,"1 MOB, Suite 120",Philadelphia,PA,19104,(215)243-4679,Linda Laska,FALSE,
1630,Phillips Brayford Orthopedics,301 S 7th Avenue,Suite 365,West Reading,PA,19611,,,FALSE,
1632,Phillips Brayford Orthopedics,48 Tunnel Road,Suite 203,Pottsville,PA,17901,,Megan Demko,FALSE,
1638,Pinnacle Health Hospitals,111 South Front Street,,Harrisburg,PA,17101,,,FALSE,
1646,Preadmission Testing,Reading Hospital; PO Box 16052,,Reading,PA,19612-6052,,,FALSE,
1647,Premier Foot & Ankle Associates,320 Abington Drive,,Wyomissing,PA,19610,,,FALSE,
1655,Prime Pain Specialists,301 S 7th Avenue,Suite 315,West Reading,PA,19611,,,FALSE,
1659,Progressive Vision Institute,1300 Broadcasting Road,,Wyomissing,PA,19610,,,FALSE,
1659,Progressive Vision Institute,1300 Broadcasting Road,,Wyomissing,PA,19610,,,FALSE,
1663,Progressive Vision Institute,201 East Laurel Blvd,,Pottsville,PA,17901,,,FALSE,
1663,Progressive Vision Institute,201 East Laurel Blvd,,Pottsville,PA,17901,,,FALSE,
1668,"Proserpi Schlechter Center for Plastic Surgery, PC",2603 Keiser Blvd,Suite 207,Wyomissing,PA,19610,,Jennifer Reber,FALSE,
1668,"Proserpi Schlechter Center for Plastic Surgery, PC",2603 Keiser Blvd,Suite 207,Wyomissing,PA,19610,,Jennifer Reber,FALSE,
1689,Certified Registered Nurse Anesthetist - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,Tina Hartman,FALSE,
1689,Certified Registered Nurse Anesthetist - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,Tina Hartman,FALSE,
1689,Certified Registered Nurse Anesthetist - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,Tina Hartman,FALSE,
1689,Certified Registered Nurse Anesthetist - Tower Health Medical Group,420 S 5th Avenue,,West Reading,PA,19611-2143,,Tina Hartman,FALSE,
